codigo,region,municipioEscolar,nombreEscuela,nivel,ausentismo_cronico,ciencias_meta,espanol_meta,ingles_meta,mate_meta,asistencia_estudiantes_pct,asistencia_maestros_pct,matricula,Disabilities,econ_des,FosterCare,Female,Male,Migrants,Section504,econ_des_pct,disabilities_pct,zona,latitud,longitud
25312,Caguas,Guayama,Simón Madera,Primario,0.0496083550913838,0.66667,0.59641,0.75225,0.38288,0.9813366843526016,0.6927390770404531,365,53,239,0,197,168,0,4,0.6547945205479452,0.14520547945205478,URBANA,17.98261,-66.11867
25601,Caguas,Caguas I,Eloisa Pascual,Secundario,0.3434903047091412,0.31683,0.41176,0.35294,0.0098,0.9021705042502268,0.5961117856493838,342,107,226,0,170,172,0,0,0.6608187134502924,0.3128654970760234,URBANA,18.25417,-66.04178
25619,Caguas,Caguas I,Felipe Rivera Centeno,Primario,0.1865671641791045,0.36641,0.44751,0.32687,0.02778,0.9485958192585472,0.627469332524052,395,163,302,0,198,197,0,0,0.7645569620253164,0.41265822784810124,URBANA,18.24914,-66.02688
25627,Caguas,Cayey,Dr. Ramón Emeterio Betances,Primario,0.1588089330024814,0.36875,0.3817,0.28795,0.08705,0.9555088092126992,0.5482221514745637,385,160,308,0,207,178,0,3,0.8,0.4155844155844156,URBANA,18.11601,-66.15779
25783,Caguas,Aguas Buenas,Luis Muñoz Marín,Primario,0.3003663003663003,0.40816,0.39655,0.32184,0.45977,0.8854176301914717,0.610732081938659,239,103,198,0,117,122,0,0,0.8284518828451883,0.4309623430962343,URBANA,18.2526,-66.10552
25932,Caguas,Caguas I,Pepita Arenas,Primario,0.0991379310344827,0.78723,0.53659,0.43902,0.58537,0.9677123439882168,0.6103935082262617,212,87,171,0,104,108,0,0,0.8066037735849056,0.41037735849056606,URBANA,18.24005,-66.04732
26005,Caguas,Comerío,Luis Muñoz Marín,Primario,0.1067961165048543,0.22222,0.49383,0.41079,0.2562,0.9643198775588292,0.6358812480752365,202,70,169,0,102,100,0,1,0.8366336633663366,0.3465346534653465,URBANA,18.21028,-66.22447
26013,Caguas,Cidra,Ana J. Candelas,Secundario,0.4519572953736654,0.5125,0.53659,0.45122,0.13415,0.8716024766502256,0.6699414602653001,273,90,198,0,122,151,0,0,0.7252747252747253,0.32967032967032966,URBANA,18.17064,-66.16219
26021,Caguas,Barranquitas,Luis Muñoz Marín,Secundario,0.3747841105354059,0.77686,0.61983,0.7438,0.38017,0.8497269111273821,0.6588984285809812,570,112,435,0,279,291,0,7,0.7631578947368421,0.19649122807017544,URBANA,18.1907,-66.30545
26153,Caguas,Arroyo,Dolores González,Primario,0.3071895424836601,0.73913,0.33333,0.68421,0.45614,0.9290656739367944,0.7607434918116059,130,61,106,0,66,64,0,0,0.8153846153846154,0.46923076923076923,URBANA,17.97405,-66.06448
26336,Caguas,Guayama,Adela Brenes Texidor,Todos los niveles,0.691358024691358,0.25773,0.2335,0.22843,0.13198,0.7799497347109746,0.643227349842715,299,88,246,0,142,157,0,2,0.822742474916388,0.29431438127090304,RURAL,17.95553,-66.16153
26492,Caguas,Caguas I,Antonio Domínguez Nieves,Todos los niveles,0.2122015915119363,0.1375,0.18333,0.16667,0.01111,0.9430286468727932,0.6054676997853384,373,239,293,0,151,222,0,0,0.7855227882037533,0.6407506702412868,RURAL,18.28626,-66.04754
26500,Caguas,Guayama,Washington I,Primario,0.5015479876160991,0.73134,0.75897,0.45078,0.73196,0.8765756201138887,0.5850884819967233,301,99,251,0,145,156,0,0,0.8338870431893688,0.3289036544850498,URBANA,17.9825,-66.11485
26765,Caguas,Gurabo,S. U. Josefina Sitiriche,Primario,0.3386454183266932,0.57746,0.45946,0.23913,0.45405,0.89791758356304,0.62561140708242,231,58,198,0,103,128,0,4,0.8571428571428571,0.2510822510822511,RURAL,18.27146,-65.96642
26773,Caguas,Gurabo,Dra. Conchita Cuevas,Secundario,0.7844660194174757,0.33094,0.40288,0.33577,0.02174,0.718980823449915,0.5876355211340055,511,199,415,0,238,273,0,1,0.812133072407045,0.38943248532289626,URBANA,18.25141,-65.97458
27078,Caguas,Caguas II,Inés María Mendoza,Primario,0.2979797979797979,0.76471,0.50943,0.33333,0.54717,0.9301664508385712,0.6252703383147689,182,57,148,0,95,87,0,0,0.8131868131868132,0.3131868131868132,URBANA,18.21628,-66.0097
27318,Caguas,Guayama,Francisco García Boyrie,Primario,0.3865336658354115,0.36957,0.37417,0.31148,0.25,0.8829592538908654,0.639502361781502,386,127,327,0,188,198,0,0,0.8471502590673575,0.3290155440414508,URBANA,17.97575,-66.09809
27383,Caguas,Cayey,Virginia Vázquez Mendoza,Primario,0.2282608695652173,0.91667,0.59901,0.4596,0.62189,0.9318871913899178,0.557436866634536,356,129,293,0,163,193,0,5,0.8230337078651685,0.36235955056179775,RURAL,18.13364,-66.14604
27540,Caguas,Aguas Buenas,Dr. Pedro Albizu Campos,Todos los niveles,0.3551401869158878,0.51515,0.48201,0.23214,0.21071,0.912663813498498,0.6378549312557321,211,79,161,0,100,111,0,0,0.7630331753554502,0.3744075829383886,URBANA,18.25266,-66.10144
27557,Caguas,Cidra,Ruth Evelyn Cruz Santos,Todos los niveles,0.2017543859649122,0.42857,0.54857,0.48571,0.02286,0.949717185160539,0.6309013290850752,677,186,513,0,347,330,0,1,0.757754800590842,0.27474150664697194,RURAL,18.16772,-66.16267
27565,Caguas,Aibonito,Bonifacio Sánchez Jiménez,Secundario,0.2909090909090909,0.67059,0.55294,0.65882,0.31765,0.927382656244266,0.614596116188986,311,79,209,0,152,159,0,0,0.6720257234726688,0.2540192926045016,URBANA,18.13971,-66.26322
27599,Caguas,Aibonito,Federico Degetau II,Primario,0.4350877192982456,0.70455,0.58929,0.41071,0.71429,0.8504033970276008,0.6373221727084025,274,121,237,0,125,149,0,0,0.864963503649635,0.4416058394160584,URBANA,18.13952,-66.26427
27607,Humacao,San Lorenzo,Dra. María T. Delgado de Marcano,Primario,0.1084558823529411,0.46575,0.48046,0.32719,0.26037,0.9605263157894736,0.6208103375634029,527,108,419,0,251,276,0,0,0.7950664136622391,0.2049335863377609,RURAL,18.19121,-65.94123
27714,Caguas,Arroyo,Adalberto Sánchez Morales,Primario,0.196875,0.78689,0.74138,0.93103,0.87931,0.9541282584993558,0.6861431262801797,282,79,248,0,143,139,0,0,0.8794326241134752,0.2801418439716312,RURAL,17.98963,-66.05327
28076,Caguas,Aibonito,Dra. Carmendelia Colón Martínez,Primario,0.1033519553072625,0.58065,0.42593,0.40149,0.35556,0.9623276991205638,0.5973859165868778,350,138,293,0,167,183,0,3,0.8371428571428572,0.3942857142857143,RURAL,18.15234,-66.3012
28084,Caguas,Cayey,Salvador Brau Elemental,Primario,0.3142857142857143,0.53623,0.375,0.32813,0.45833,0.906952200870674,0.6313491461965837,254,78,188,0,116,138,0,0,0.7401574803149606,0.30708661417322836,URBANA,18.11371,-66.15651
28100,Caguas,Comerío,Claudio Ferre Cotto,Primario,0.3095238095238095,0.51724,0.54902,0.5,0.62376,0.8768155911013054,0.6439991999825065,147,71,126,0,57,90,0,0,0.8571428571428571,0.48299319727891155,URBANA,18.21106,-66.23603
28365,Caguas,Cidra,Regino Vega Martínez,Primario,0.422360248447205,0.6,0.52695,0.28485,0.52096,0.8712169095776323,0.6492552287465327,301,86,261,0,141,160,0,0,0.867109634551495,0.2857142857142857,RURAL,18.16578,-66.14784
28373,Caguas,Salinas,Superior Urbana,Secundario,0.4522292993630573,0.31707,0.35366,0.37805,0.0122,0.8855539839698255,0.6216825633953984,304,129,250,0,136,168,0,4,0.8223684210526315,0.4243421052631579,URBANA,17.97323,-66.28168
28456,Caguas,Barranquitas,Intermedia Bo. Quebradillas,Primario,0.1549893842887473,0.64865,0.66983,0.68258,0.42959,0.9554314038477696,,460,109,365,0,216,244,0,2,0.7934782608695652,0.23695652173913043,RURAL,18.234232,-66.285279
28522,Humacao,San Lorenzo,Antonio Fernós Isern,Secundario,0.1198501872659176,0.71552,0.72414,0.68966,0.09483,0.9606285162482155,0.6100625038028827,800,75,546,0,441,359,0,0,0.6825,0.09375,RURAL,18.19892,-65.96228
28530,Caguas,Comerío,Superior Vocacional Nueva,Secundario,0.2676470588235294,0.32836,0.29412,0.26866,0.02941,0.931480151810442,0.6199371107501978,339,116,285,0,177,162,0,2,0.8407079646017699,0.3421828908554572,RURAL,18.22078,-66.22622
28548,Caguas,Cidra,Violeta Reyes Pérez,Primario,0.5086505190311419,0.50336,0.49614,0.41969,0.3866,0.8606002567085155,0.5987491745292284,550,195,440,0,297,253,0,0,0.8,0.35454545454545455,URBANA,18.17556,-66.17248
28555,Caguas,Cidra,Ernesto Vicente Carattini,Primario,0.0833333333333333,0.66667,0.73958,0.44792,0.67708,0.9650221475484956,0.6470276838894817,184,69,168,0,84,100,0,0,0.9130434782608695,0.375,RURAL,18.21333333,-66.16472222
28563,Caguas,Guayama,Dra. María Socorro Lacot,Secundario,0.2220324508966695,0.81429,0.50237,0.72986,0.2654,0.9395603299022568,0.7104005141513965,1135,244,835,0,595,540,0,1,0.73568281938326,0.21497797356828194,URBANA,17.972138,-66.096147
28571,Caguas,Aguas Buenas,Superior Urbana,Secundario,0.2630410654827969,0.35071,0.39336,0.38389,0.03791,0.9252460427587624,0.686417623049349,887,274,667,0,492,395,0,1,0.7519729425028185,0.3089064261555806,RURAL,18.257231,-66.091892
30098,Humacao,Ceiba,Santiago Iglesias Pantín,Secundario,0.4077134986225895,0.48454,0.24752,0.36,0.0396,0.8956203135650989,0.7096387179352612,333,111,264,0,132,201,0,0,0.7927927927927928,0.3333333333333333,URBANA,18.26489,-65.64617
30148,Humacao,Fajardo,Antonio Valero Bernabé,Primario,0.508,0.11111,0.20861,0.16447,0.0,0.87592394533571,0.3722058581007744,240,64,206,0,122,118,0,0,0.8583333333333333,0.26666666666666666,URBANA,18.33243,-65.65245
30167,Humacao,Ceiba,Centro Residencial de Oportunidades Educativas de Ceiba (CROEC),Secundario,0.0159574468085106,0.88889,0.84444,0.82222,0.22222,0.9787256658669178,0.6851185257817837,183,5,74,0,102,81,0,0,0.40437158469945356,0.0273224043715847,URBANA,18.217912,-65.649491
30189,Humacao,Fajardo,Inés Encarnación,Primario,0.425,0.68,0.55696,0.70886,0.64557,0.8232539261294451,0.6181203152305286,177,67,157,0,73,104,0,0,0.8870056497175142,0.3785310734463277,RURAL,18.31877,-65.66831
30197,Humacao,Fajardo,Gabino Soto,Primario,0.4669603524229075,0.77273,0.7767,0.51961,0.81188,0.8479907726483069,0.6233454597486221,198,54,186,0,109,89,0,0,0.9393939393939394,0.2727272727272727,URBANA,18.32381,-65.65645
30221,Humacao,Fajardo,María I. Dones,Primario,0.4,0.90909,0.72093,0.72093,0.72093,0.899703184025904,0.6817862819330561,98,34,88,0,52,46,0,0,0.8979591836734694,0.3469387755102041,RURAL,18.30089,-65.64413
30239,Humacao,Fajardo,Ramón Quiñones Pacheco,Primario,0.2150170648464164,0.92105,0.69091,0.44242,0.69091,0.9505163334156176,0.565883436717773,275,89,260,0,138,137,0,1,0.9454545454545454,0.3236363636363636,URBANA,18.32564,-65.6511
30247,Humacao,Fajardo,Dr. Santiago Veve Calzada,Secundario,0.6933333333333334,0.31522,0.21978,0.29348,0.0,0.81381277823061,0.6090378149989354,286,75,232,0,142,144,0,1,0.8111888111888111,0.26223776223776224,URBANA,18.33322,-65.64999
30270,Humacao,Humacao,Ana Roque de Duprey,Secundario,0.214828897338403,0.272,0.21774,0.248,0.0,0.9436324617382956,0.8381497623901965,504,107,400,0,275,229,0,20,0.7936507936507936,0.2123015873015873,URBANA,18.14917,-65.82054
30304,Humacao,Humacao,Cándido Berrios,Primario,0.2888888888888888,0.53333,0.62162,0.26712,0.54795,0.9273238073191776,0.6264206554480574,262,56,243,0,135,127,0,0,0.9274809160305344,0.21374045801526717,RURAL,18.10009,-65.83008
30429,Humacao,Humacao,Braulio Ayala Pérez,Primario,0.3359375,0.75758,0.84416,0.61039,0.7013,0.9285449747696866,0.6274612257281746,117,32,104,0,56,61,0,0,0.8888888888888888,0.27350427350427353,RURAL,18.19844,-65.81211
30502,Humacao,Humacao,Carmen Pilar Santos,Primario,0.4803921568627451,0.54167,0.30709,0.17323,0.37795,0.8887531629002705,0.6247367972868975,195,67,166,0,92,103,0,2,0.8512820512820513,0.3435897435897436,URBANA,18.14571,-65.83097
30643,Humacao,Juncos,Pedro Bosch,Primario,0.4431818181818182,0.28235,0.31224,0.26582,0.16949,0.8896162565298814,0.6284334541272447,336,69,286,0,162,174,0,0,0.8511904761904762,0.20535714285714285,RURAL,18.21698,-65.89179
30734,Humacao,Juncos,Juan A. Sánchez,Primario,0.43125,0.875,0.73643,0.60317,0.625,0.8956605932576358,0.656351180609191,317,77,202,0,135,182,0,0,0.637223974763407,0.24290220820189273,RURAL,18.24354,-65.89991
30742,Humacao,Juncos,S. U. Clara M. Aramburu,Primario,0.3034482758620689,0.32414,0.38168,0.30357,0.19898,0.9130045681617824,0.6210067828286737,414,110,332,0,218,196,0,5,0.8019323671497585,0.26570048309178745,RURAL,18.23526,-65.88013
30759,Humacao,Juncos,S. U. Pedro Rivera Molina,Primario,0.3240131578947368,0.42045,0.40854,0.32927,0.25761,0.9100117090445228,0.6099712902937138,597,147,478,0,294,303,0,0,0.8006700167504187,0.24623115577889448,RURAL,18.17552,-65.91752
30791,Humacao,Juncos,Carmen Arzuaga de Rivera,Primario,0.4060150375939849,0.54902,0.48026,0.45395,0.55263,0.8806259238493297,0.6176644953768107,217,42,171,0,102,115,0,2,0.7880184331797235,0.1935483870967742,URBANA,18.22454,-65.91849
30841,Humacao,Las Piedras,Carmen Benítez,Primario,0.1875,0.32727,0.37198,0.2402,0.33173,0.9308803801457872,0.611311716730038,340,150,278,0,153,187,0,0,0.8176470588235294,0.4411764705882353,URBANA,18.18365,-65.86781
30874,Humacao,Las Piedras,José de Diego,Primario,0.22568093385214,0.77273,0.60417,0.35417,0.5625,0.9351745210953109,0.6456562926727845,238,45,201,0,110,128,0,0,0.8445378151260504,0.18907563025210083,RURAL,18.14595,-65.89412
30916,Humacao,Las Piedras,La Fermina,Primario,0.3657718120805369,0.83333,0.70199,0.55629,0.72185,0.9093928715845416,0.7022056670004465,286,86,236,0,154,132,0,2,0.8251748251748252,0.3006993006993007,RURAL,18.17576,-65.84837
30924,Humacao,Las Piedras,Luis Muñoz Rivera,Primario,0.3803418803418803,0.56818,0.58772,0.40351,0.52632,0.8764094685034244,0.6105899207816375,225,60,161,0,120,105,0,0,0.7155555555555555,0.26666666666666666,RURAL,18.20648,-65.8449
30973,Humacao,Las Piedras,Ramon Power y Giralt,Secundario,0.2462311557788944,0.54938,0.53704,0.45679,0.08025,0.9312502723984136,0.6393622644532716,769,141,513,0,385,384,0,0,0.6671001300390117,0.18335500650195058,URBANA,18.18197,-65.86987
31054,Humacao,Canóvanas,Antonio R. Barceló,Primario,0.2928870292887029,0.22963,0.25445,0.1688,0.09694,0.9203781974542524,0.635894558553615,455,123,406,0,204,251,0,1,0.8923076923076924,0.2703296703296703,URBANA,18.37867,-65.90364
31070,Humacao,Canóvanas,José Calzada Ferrer,Primario,0.364516129032258,0.40909,0.21762,0.10363,0.15625,0.8996387623684624,0.6106613950902602,267,74,231,0,126,141,0,2,0.8651685393258427,0.27715355805243447,RURAL,18.33612,-65.88934
31120,Humacao,Loíza,Belén Blanco de Zequeira,Secundario,0.648578811369509,0.2,0.23333,0.06667,0.46667,0.837705918242831,0.5695238377396158,372,80,333,0,205,167,0,0,0.8951612903225806,0.21505376344086022,URBANA,18.43235,-65.88004
31245,Humacao,Loíza,Medianía Alta Elemental,Primario,0.2469733656174334,0.90244,0.54613,0.67528,0.58672,0.9320517187544352,0.6799358548890654,396,58,383,0,189,207,0,0,0.9671717171717171,0.14646464646464646,RURAL,18.42529,-65.84256
31252,Humacao,Loíza,Jobos,Primario,0.2592592592592592,0.16216,0.2069,0.06957,0.2931,0.9371634320951154,0.6272018187927698,271,35,252,0,126,145,0,0,0.9298892988929889,0.12915129151291513,RURAL,18.42738,-65.86441
31286,Humacao,Canóvanas,Dr. Pedro Albizu Campos,Primario,0.370242214532872,0.11111,0.28571,0.19444,0.33702,0.90147154295607,0.6371120140743827,264,41,243,0,144,120,0,0,0.9204545454545454,0.1553030303030303,RURAL,18.39341,-65.88726
31302,Humacao,Luquillo,Rafael N. Coca,Primario,0.1176470588235294,0.26154,0.33799,0.28212,0.01961,0.9670249505974476,0.7202660813730847,303,69,257,0,156,147,0,2,0.8481848184818482,0.22772277227722773,URBANA,18.37759,-65.71711
31393,Humacao,Luquillo,S. U. Sabana (S. U. Alejandrina Ríos),Primario,0.2346368715083799,0.86111,0.69091,0.53211,0.65138,0.9106636597938144,0.6358221512059513,171,53,159,0,78,93,0,0,0.9298245614035088,0.30994152046783624,RURAL,18.3469,-65.72552
31427,Humacao,Maunabo,S. U. Higinio Figueroa Villegas,Primario,0.178470254957507,0.37037,0.3959,0.27891,0.20819,0.9432634323464018,0.5956889155217465,345,64,274,0,164,181,0,7,0.7942028985507247,0.1855072463768116,RURAL,17.99916,-65.88847
31534,Humacao,Maunabo,Manuel Ortiz Suya,Primario,0.1565217391304348,0.5,0.24528,0.13208,0.37736,0.9527609238770204,0.6060995591755365,108,28,94,0,53,55,0,0,0.8703703703703703,0.25925925925925924,RURAL,18.00816,-65.93292
31542,Humacao,Maunabo,Alfonso Casta Martínez,Secundario,0.3985507246376811,0.37647,0.26966,0.22727,0.0,0.8950932388790499,0.6213735085898139,274,68,235,0,128,146,0,3,0.8576642335766423,0.24817518248175183,URBANA,18.00734,-65.89685
31583,Humacao,Naguabo,Lutgarda Rivera Reyes,Primario,0.2489795918367346,0.36585,0.28472,0.38889,0.11806,0.933723485690298,0.6013133500790123,226,57,200,0,102,124,0,0,0.8849557522123894,0.252212389380531,RURAL,18.23751,-65.7822
31609,Humacao,Naguabo,Quebrada Grande,Primario,0.1917808219178082,0.88571,0.87387,0.82883,0.95495,0.9514348785871964,0.6221244426070572,207,55,167,0,91,116,0,1,0.8067632850241546,0.26570048309178745,RURAL,18.24141,-65.7462
31617,Humacao,Naguabo,Eugenio Brac,Primario,0.384,0.91111,0.66129,0.79839,0.75806,0.9036498792934484,0.7494735264446046,232,63,204,0,112,120,0,0,0.8793103448275862,0.27155172413793105,URBANA,18.20984,-65.73354
32227,Humacao,Río Grande,Liberata Iraldo (Nueva),Primario,0.1740196078431372,0.17834,0.33879,0.28972,0.11007,0.949756794596077,0.6051315617138698,403,96,335,0,193,210,0,0,0.8312655086848635,0.23821339950372208,URBANA,18.37947,-65.84961
32243,Humacao,Río Grande,Rafael de Jesús,Primario,0.6111111111111112,0.875,0.64118,0.88889,0.59649,0.784021754755858,0.7080971133881799,238,74,210,0,112,126,0,0,0.8823529411764706,0.31092436974789917,URBANA,18.37979,-65.83289
32250,Humacao,Río Grande,Casiano Cepeda (Intermedia),Todos los niveles,0.5464788732394367,0.37126,0.25243,0.17208,0.00649,0.8640118914657381,0.6327827250937642,333,92,274,0,134,199,0,0,0.8228228228228228,0.27627627627627627,RURAL,18.361,-65.85306
32268,Humacao,Río Grande,Rafael Rexach Dueño,Primario,0.5425101214574899,0.88636,0.90511,0.78832,0.90511,0.8418139704985981,0.6080415638868809,239,45,221,0,115,124,0,0,0.9246861924686193,0.18828451882845187,RURAL,18.36935,-65.77384
32367,Humacao,Vieques,Playa Grande,Primario,0.175438596491228,0.09677,0.10309,0.07292,0.10309,0.9296786439248148,0.7258135666195874,215,40,148,0,108,107,0,0,0.6883720930232559,0.18604651162790697,RURAL,18.14139,-65.4513
32375,Humacao,Vieques,Adrianne Serrano,Todos los niveles,0.1720430107526881,0.0,0.19672,0.28571,0.11475,0.9344560910136775,0.4775486094578315,86,28,70,0,39,47,0,0,0.813953488372093,0.32558139534883723,RURAL,18.109144,-65.485404
32433,Humacao,Yabucoa,S. U. Asunción Lugo,Primario,0.1687763713080168,0.41379,0.34194,0.24516,0.2,0.9489923645011892,0.605452610795756,223,52,180,0,112,111,0,0,0.8071748878923767,0.23318385650224216,RURAL,18.03649,-65.84665
32458,Humacao,Yabucoa,S. U. Rogelio Rosado,Primario,0.233502538071066,0.33333,0.35912,0.21229,0.13408,0.9339188684127304,0.6190886232608429,194,32,156,0,102,92,0,0,0.8041237113402062,0.16494845360824742,RURAL,18.04717,-65.92174
32524,Humacao,Yabucoa,Marta Sánchez,Primario,0.4244604316546763,0.26316,0.4375,0.29688,0.375,0.9007146280883699,0.6270748112952012,124,50,112,0,53,71,0,0,0.9032258064516129,0.4032258064516129,RURAL,18.04359,-65.90717
32532,Humacao,Yabucoa,Rosa Costa Valdivieso,Primario,0.2377622377622377,0.26923,0.30213,0.20172,0.02991,0.9340358780468184,0.5571266019942015,136,51,114,0,62,74,0,0,0.8382352941176471,0.375,URBANA,18.04398,-65.87623
32540,Humacao,Yabucoa,S. U. Manuel Ortiz,Primario,0.2010869565217391,0.74074,0.8046,0.5977,0.62069,0.94288082010988,0.6697405826667011,178,47,143,0,77,101,0,2,0.8033707865168539,0.2640449438202247,RURAL,18.09006,-65.91421
32573,Humacao,Yabucoa,José F. Cintrón y Anexo,Primario,0.1986754966887417,0.32,0.38554,0.3012,0.54217,0.9351605566477776,0.7036977797401655,143,41,126,0,66,77,0,0,0.8811188811188811,0.2867132867132867,URBANA,18.05066,-65.87582
32680,Humacao,Yabucoa,S. U. Andrés Sandín,Primario,0.1464737793851717,0.32484,0.3191,0.20946,0.14382,0.9548487567422624,0.6301510465365299,544,126,429,0,263,281,0,4,0.7886029411764706,0.23161764705882354,RURAL,18.08559,-65.8468
32714,Humacao,Yabucoa,Cristóbal del Campo,Primario,0.0988593155893536,0.67347,0.42647,0.11111,0.57353,0.976345931009894,0.6889775986044304,250,59,224,0,138,112,0,0,0.896,0.236,RURAL,18.0778,-65.8944
32748,Humacao,Yabucoa,S. U. Jesús T. Sanabria Cruz,Primario,0.2090163934426229,0.61972,0.60909,0.53182,0.40455,0.940408492086058,0.7157294583673818,234,40,189,0,114,120,0,0,0.8076923076923077,0.17094017094017094,RURAL,18.10954,-65.87152
32755,Humacao,Yabucoa,Teodoro Aguilar Mora,Secundario,0.3844282238442822,0.35714,0.32143,0.27381,0.0,0.8985123166343759,0.642144895797107,407,120,347,0,195,212,0,0,0.8525798525798526,0.29484029484029484,URBANA,18.04463,-65.88017
32763,Humacao,Yabucoa,Jaime C. Rodríguez,Primario,0.0410958904109589,0.63636,0.46341,0.31707,0.43902,0.97783728115345,0.6937973316368596,138,33,108,0,80,58,0,0,0.782608695652174,0.2391304347826087,RURAL,18.04678,-65.88723
32979,Humacao,Juncos,Alfonso Díaz Lebrón,Primario,0.3730407523510972,0.23485,0.25414,0.18384,0.01662,0.9110337972166996,0.635548771193259,300,83,250,0,148,152,0,1,0.8333333333333334,0.27666666666666667,URBANA,18.22674,-65.91815
33043,Humacao,Vieques,German Rieckehoff,Secundario,0.5927272727272728,0.33333,0.36538,0.42308,0.0,0.8401578063536611,0.6265564432155959,246,56,138,0,134,112,0,1,0.5609756097560976,0.22764227642276422,URBANA,18.15216,-65.43863
33225,Humacao,Naguabo,Fidelina Meléndez Monsanto,Primario,0.1106382978723404,0.79775,0.50562,0.56554,0.45693,0.9588726939149934,0.5759601080023719,219,45,194,0,117,102,0,1,0.8858447488584474,0.2054794520547945,URBANA,18.21099,-65.73378
33233,Humacao,Río Grande,Pedro Falú Orellano,Secundario,0.557774607703281,0.22543,0.28161,0.3908,0.03448,0.8500957329262224,0.6182492022361313,685,132,558,0,365,320,0,4,0.8145985401459854,0.1927007299270073,URBANA,18.37933,-65.83181
33274,Humacao,Fajardo,Berta Zalduondo,Primario,0.1620879120879121,0.91045,0.80208,0.72105,0.86387,0.9518808174997077,0.6271475779238203,340,65,293,0,189,151,0,0,0.861764705882353,0.19117647058823528,URBANA,18.34936,-65.65086
33308,Humacao,Humacao,Rufino Vigo,Primario,0.2975206611570248,0.53061,0.57364,0.25781,0.64341,0.896176714081433,0.6497471101531238,220,81,200,0,105,115,0,0,0.9090909090909091,0.36818181818181817,URBANA,18.15195,-65.82404
33340,Humacao,Canóvanas,Luis Hernaiz Veronne,Secundario,0.4863387978142076,0.18269,0.20952,0.13592,0.0,0.8718297026422596,0.6241854548294207,355,52,298,0,199,156,0,0,0.8394366197183099,0.14647887323943662,URBANA,18.37639,-65.90108
33563,Humacao,Canóvanas,Juana Rodríguez Mundo,Primario,0.1171875,0.94,0.52518,0.48201,0.63309,0.9591699383062254,0.6064246517556713,348,81,266,0,186,162,0,0,0.764367816091954,0.23275862068965517,URBANA,18.3727,-65.91383
33647,Humacao,Río Grande,Antera Rosado Fuentes,Primario,0.0475161987041036,0.63158,0.74742,0.76684,0.7513,0.9796388233833934,0.6183712839240888,445,111,352,0,225,220,0,0,0.7910112359550562,0.24943820224719102,URBANA,18.38239,-65.8382
33662,Humacao,Humacao,Carlos Rivera Ufret,Todos los niveles,0.4212121212121212,0.18349,0.17065,0.15068,0.01718,0.8849315068493151,0.6479462333168391,302,116,262,0,129,173,0,1,0.8675496688741722,0.3841059602649007,URBANA,18.1537,-65.83036
33704,Humacao,Humacao,Juan Ponce de León,Todos los niveles,0.2387640449438202,0.35294,0.62191,0.69611,0.14134,0.9477215855660572,0.65501077383006,349,27,190,0,183,166,0,13,0.5444126074498568,0.07736389684813753,URBANA,18.14893,-65.82277
33936,Humacao,Luquillo,Camilo Valles Matienzo,Primario,0.2015915119363395,0.59677,0.75,0.70588,0.72059,0.9463832537318138,0.5983532944091058,346,95,313,0,160,186,0,0,0.9046242774566474,0.2745664739884393,URBANA,18.37455,-65.72141
34199,Humacao,Humacao,S. U. Agapito López Flores,Primario,0.5168831168831168,0.23932,0.22222,0.16918,0.07251,0.8767108524625499,0.6290750683780354,371,94,323,0,175,196,0,6,0.8706199460916442,0.25336927223719674,RURAL,18.161,-65.75979
34207,Humacao,Canóvanas,José Santos Quiñones,Primario,0.3560209424083769,0.08696,0.29661,0.21459,0.08051,0.9194769127475814,0.6532926127944005,179,56,159,0,92,87,0,0,0.888268156424581,0.3128491620111732,RURAL,18.3876,-65.88425
34264,Humacao,Yabucoa,Luis Muñoz Marín,Todos los niveles,0.1450381679389313,0.15556,0.23478,0.16102,0.0084,0.9592255921685168,0.5999827343560729,254,69,214,0,109,145,0,0,0.84251968503937,0.27165354330708663,RURAL,18.07654,-65.89445
34272,Humacao,Loíza,Guillermina Rosado de Ayala,Primario,0.3073394495412844,0.39568,0.44591,0.34301,0.31926,0.9184997661786396,0.604660105400323,610,137,534,0,297,313,0,2,0.8754098360655738,0.22459016393442624,URBANA,18.38393,-65.8683
34314,Humacao,Río Grande,Edmundo del Valle Cruz,Primario,0.3082706766917293,0.4,0.32984,0.62366,0.36316,0.9249366646282868,0.6115083497024937,251,42,216,0,124,127,0,0,0.8605577689243028,0.16733067729083664,URBANA,18.37509,-65.84772
34348,Humacao,Fajardo,Josefina Ferrero,Primario,0.1792717086834734,0.39316,0.47493,0.35312,0.27381,0.9495641547861507,0.6524265501062106,344,98,298,0,159,185,0,0,0.8662790697674418,0.28488372093023256,URBANA,18.34179,-65.65554
34355,Humacao,Las Piedras,Santiago Torres,Primario,0.2736842105263158,0.22131,0.35,0.30861,0.02941,0.9223349933808233,0.6182807532759031,275,91,234,0,128,147,0,0,0.850909090909091,0.33090909090909093,RURAL,18.17193,-65.87413
34363,Humacao,Juncos,Isabel Flores,Secundario,0.589622641509434,0.12903,0.20213,0.18085,0.03191,0.856100267455756,0.645980047158379,405,135,326,0,229,176,0,1,0.8049382716049382,0.3333333333333333,URBANA,18.22734,-65.90938
