PartitionKey,RowKey,Timestamp,AcademicYear,All,Disabilities,EconomicallyDisadvantaged,Female,FosterCare,Grade,HispanicNOTPuertoRican,Homeless,Male,Migrants,MilitaryParent,NOTDisabilities,NOTEconomicallyDisadvantaged,OtherOrigin,PuertoRican,Section504,SpanishLearners,WhiteNOTHispanic
17459,30717,2021-06-24T13:18:11.1774643Z,2021,4,4,4,1,0,Sin Grado,0,0,3,0,0,0,0,0,4,0,0,0
17459,6712,2020-11-18T16:21:41.4336624Z,2020,47,12,41,29,0,1ro,0,0,18,0,0,35,6,0,46,0,0,1
17459,6713,2020-11-18T16:21:41.434662Z,2020,30,4,29,18,0,2do,0,0,12,0,0,26,1,0,30,0,0,0
17459,6714,2020-11-18T16:21:41.434662Z,2020,39,13,33,15,0,3ro,1,0,24,0,0,26,6,0,38,0,0,0
17459,6715,2020-11-18T16:21:41.434662Z,2020,40,16,36,17,0,4to,0,0,23,0,0,24,4,0,40,0,0,0
17459,6716,2020-11-18T16:21:41.434662Z,2020,49,27,48,20,0,5to,2,0,29,0,0,22,1,0,47,0,0,0
17459,6717,2020-11-18T16:21:41.4356628Z,2020,42,6,38,28,0,K,0,0,14,0,0,36,4,0,42,0,0,0
17459,6718,2020-11-18T16:21:41.4356628Z,2020,13,0,10,8,0,PK,0,0,5,0,0,13,3,0,13,0,0,0
17459,6719,2020-11-18T16:21:41.4356628Z,2020,7,5,7,1,0,Sin Grado,0,0,6,0,0,2,0,0,7,0,0,0
17459,711,2020-11-18T16:20:42.1040988Z,2019,38,8,36,23,0,1ro,0,0,15,0,0,30,2,0,38,0,0,0
17459,712,2020-11-18T16:20:42.1040988Z,2019,36,11,31,13,0,2do,0,0,23,0,0,25,5,0,36,0,0,0
17459,713,2020-11-18T16:20:42.1050987Z,2019,40,15,36,18,0,3ro,0,0,22,0,0,25,4,0,40,0,0,0
17459,714,2020-11-18T16:20:42.1050987Z,2019,41,20,37,18,0,4to,0,0,23,0,0,21,4,0,41,0,0,0
17459,715,2020-11-18T16:20:42.1050987Z,2019,36,17,31,16,0,5to,2,0,20,0,0,19,5,0,34,0,0,0
17459,716,2020-11-18T16:20:42.1050987Z,2019,49,14,43,34,0,K,0,0,15,0,0,35,6,0,49,0,0,0
17459,717,2020-11-18T16:20:42.1050987Z,2019,19,0,16,11,0,PK,0,0,8,0,0,19,3,0,19,0,0,0
17459,718,2020-11-18T16:20:42.1060992Z,2019,11,6,10,3,0,Sin Grado,0,0,8,0,0,5,1,0,11,0,0,0
47571,3134,2020-11-18T16:21:01.0237149Z,2019,24,14,21,11,0,1ro,0,0,13,0,0,10,3,0,24,0,0,0
47571,3135,2020-11-18T16:21:01.0237149Z,2019,26,12,23,17,0,2do,1,0,9,0,0,14,3,0,25,0,0,0
47571,3136,2020-11-18T16:21:01.0247154Z,2019,28,13,25,11,0,3ro,0,0,17,0,0,15,3,0,28,0,0,0
47571,3137,2020-11-18T16:21:01.0247154Z,2019,30,13,29,12,0,4to,0,0,18,0,0,17,1,0,30,0,0,0
47571,3138,2020-11-18T16:21:01.0247154Z,2019,32,17,27,7,0,5to,0,0,25,0,0,15,5,0,32,1,0,0
47571,3139,2020-11-18T16:21:01.0247154Z,2019,46,14,39,22,0,6to,1,0,24,0,0,32,7,0,45,0,1,0
47571,3140,2020-11-18T16:21:01.0247154Z,2019,40,19,32,21,0,7mo,2,0,19,0,0,21,8,0,38,0,0,0
47571,3141,2020-11-18T16:21:01.0257163Z,2019,42,13,36,20,0,8vo,0,1,22,0,0,29,6,0,42,0,0,0
47571,3142,2020-11-18T16:21:01.0257163Z,2019,18,5,15,4,0,K,1,0,14,0,0,13,3,0,17,0,0,0
47571,3143,2020-11-18T16:21:01.0257163Z,2019,7,2,6,5,0,PK,0,0,2,0,0,5,1,0,7,0,0,0
47571,33150,2021-06-24T13:18:30.3352078Z,2021,18,5,14,11,0,1ro,0,0,7,0,0,13,4,0,18,0,0,0
47571,33151,2021-06-24T13:18:30.3352078Z,2021,13,6,12,6,0,2do,0,0,7,0,0,7,1,0,13,0,0,0
47571,33152,2021-06-24T13:18:30.3352078Z,2021,20,11,17,6,0,3ro,0,0,14,0,0,9,3,0,20,0,0,0
47571,33153,2021-06-24T13:18:30.3362087Z,2021,19,10,19,9,0,4to,1,0,10,0,0,9,0,0,18,0,0,0
47571,33154,2021-06-24T13:18:30.3362087Z,2021,32,13,31,13,0,5to,0,0,19,0,0,19,1,0,31,0,0,1
47571,33155,2021-06-24T13:18:30.3362087Z,2021,31,16,27,12,0,6to,0,0,19,0,0,15,4,0,30,0,0,1
47571,33156,2021-06-24T13:18:30.3362087Z,2021,48,24,42,11,0,7mo,1,0,37,0,0,24,6,0,47,1,0,0
47571,33157,2021-06-24T13:18:30.3372097Z,2021,37,10,32,18,0,8vo,2,0,19,0,0,27,5,0,35,0,0,0
47571,33158,2021-06-24T13:18:30.3372097Z,2021,21,5,15,5,0,K,0,0,16,0,0,16,6,0,21,0,0,0
47571,33159,2021-06-24T13:18:30.3372097Z,2021,7,1,4,3,0,PK,0,0,4,0,0,6,3,0,7,0,0,0
47571,9148,2020-11-18T16:21:56.1444725Z,2020,13,6,10,6,0,1ro,0,0,7,0,0,7,3,0,13,0,0,0
47571,9149,2020-11-18T16:21:56.1454734Z,2020,20,11,18,6,0,2do,0,0,14,0,0,9,2,0,20,0,0,0
47571,9150,2020-11-18T16:21:56.1454734Z,2020,22,11,21,11,0,3ro,1,0,11,0,0,11,1,0,21,0,0,0
47571,9151,2020-11-18T16:21:56.1454734Z,2020,29,11,28,12,0,4to,0,0,17,0,0,18,1,0,29,0,0,0
47571,9152,2020-11-18T16:21:56.1454734Z,2020,27,12,23,11,0,5to,0,0,16,0,0,15,4,0,27,0,0,0
47571,9153,2020-11-18T16:21:56.1464738Z,2020,45,22,40,10,0,6to,1,0,35,0,0,23,5,0,44,1,0,0
47571,9154,2020-11-18T16:21:56.1464738Z,2020,38,14,31,18,0,7mo,1,0,20,0,0,24,7,0,37,0,0,0
47571,9155,2020-11-18T16:21:56.1464738Z,2020,30,10,21,16,0,8vo,2,0,14,0,0,20,9,0,28,0,0,0
47571,9156,2020-11-18T16:21:56.1464738Z,2020,16,2,13,11,0,K,0,0,5,0,0,14,3,0,16,0,0,0
47571,9157,2020-11-18T16:21:56.1464738Z,2020,13,2,10,4,0,PK,1,0,9,0,0,11,3,0,12,0,0,0
64949,10671,2020-11-18T16:22:05.3556146Z,2020,43,11,40,24,0,1ro,1,0,19,0,0,32,3,0,42,0,0,0
64949,10672,2020-11-18T16:22:05.3566151Z,2020,47,14,44,25,0,2do,2,0,22,0,0,33,3,0,45,0,0,0
64949,10673,2020-11-18T16:22:05.3566151Z,2020,45,18,42,19,0,3ro,1,0,26,0,0,27,3,0,44,0,0,0
64949,10674,2020-11-18T16:22:05.3566151Z,2020,37,16,31,20,0,4to,2,0,17,0,0,21,6,0,35,0,1,0
64949,10675,2020-11-18T16:22:05.3576146Z,2020,40,10,33,20,0,5to,1,0,20,0,0,30,7,0,37,0,0,2
64949,10676,2020-11-18T16:22:05.3576146Z,2020,53,5,49,27,0,K,2,0,26,0,0,48,4,0,51,0,0,0
64949,10677,2020-11-18T16:22:05.3576146Z,2020,9,9,7,4,0,Sin Grado,0,0,5,0,0,0,2,0,9,0,0,0
64949,34688,2021-06-24T13:18:41.1089332Z,2021,50,5,45,24,0,1ro,2,1,26,0,0,45,5,0,48,0,0,0
64949,34689,2021-06-24T13:18:41.1089332Z,2021,41,14,39,22,0,2do,1,0,19,0,0,27,2,0,40,0,0,0
64949,34690,2021-06-24T13:18:41.1089332Z,2021,49,14,44,24,0,3ro,2,0,25,0,0,35,5,0,47,0,0,0
64949,34691,2021-06-24T13:18:41.1099337Z,2021,43,19,38,19,0,4to,0,0,24,0,0,24,5,0,43,0,0,0
64949,34692,2021-06-24T13:18:41.1099337Z,2021,35,14,32,18,0,5to,2,0,17,0,0,21,3,0,33,0,0,0
64949,34693,2021-06-24T13:18:41.1099337Z,2021,26,3,22,17,0,K,1,0,9,0,0,23,4,1,24,0,0,0
64949,34694,2021-06-24T13:18:41.1099337Z,2021,4,4,4,1,0,Sin Grado,0,0,3,0,0,0,0,0,4,0,0,0
64949,4659,2020-11-18T16:21:11.2615407Z,2019,46,8,45,26,0,1ro,0,1,20,0,0,38,1,0,46,0,0,0
64949,4660,2020-11-18T16:21:11.2615407Z,2019,53,24,51,25,0,2do,3,0,28,0,0,29,2,0,50,0,0,0
64949,4661,2020-11-18T16:21:11.2615407Z,2019,39,16,38,22,1,3ro,2,0,17,0,0,23,1,0,37,0,1,0
64949,4662,2020-11-18T16:21:11.2615407Z,2019,36,11,33,20,1,4to,2,0,16,0,0,25,3,0,34,0,0,0
64949,4663,2020-11-18T16:21:11.2615407Z,2019,35,12,31,15,0,5to,0,1,20,0,0,23,4,0,35,0,0,0
64949,4664,2020-11-18T16:21:11.2625411Z,2019,44,5,40,24,0,K,2,0,20,0,0,39,4,0,42,0,0,0
64949,4665,2020-11-18T16:21:11.2625411Z,2019,12,12,12,5,0,Sin Grado,0,0,7,0,0,0,0,0,12,0,0,0
36327,2452,2020-11-18T16:20:56.2615398Z,2019,66,24,55,27,0,1ro,0,0,39,0,0,42,11,0,66,0,0,0
36327,2453,2020-11-18T16:20:56.2625403Z,2019,64,19,52,30,0,2do,0,0,34,0,0,45,12,0,64,0,0,0
36327,2454,2020-11-18T16:20:56.2625403Z,2019,55,18,43,31,0,3ro,3,0,24,0,0,37,12,0,52,0,0,0
36327,2455,2020-11-18T16:20:56.2635416Z,2019,36,9,28,18,0,4to,1,0,18,0,0,27,8,0,35,0,1,0
36327,2456,2020-11-18T16:20:56.2635416Z,2019,61,19,51,28,0,5to,1,1,33,0,0,42,10,0,60,0,0,0
36327,2457,2020-11-18T16:20:56.2635416Z,2019,70,18,56,40,0,K,3,0,30,0,0,52,14,0,67,0,0,0
36327,2458,2020-11-18T16:20:56.264542Z,2019,19,18,15,11,0,Sin Grado,0,0,8,0,0,1,4,0,19,0,1,0
36327,32459,2021-06-24T13:18:24.7211809Z,2021,54,8,50,28,0,1ro,0,0,26,0,0,46,4,0,54,0,0,0
36327,32460,2021-06-24T13:18:24.7211809Z,2021,55,25,47,25,0,2do,1,0,30,0,0,30,8,0,54,0,0,0
36327,32461,2021-06-24T13:18:24.7221818Z,2021,45,19,38,18,0,3ro,0,0,27,0,0,26,7,0,45,0,0,0
36327,32462,2021-06-24T13:18:24.7221818Z,2021,45,15,38,24,0,4to,0,0,21,0,0,30,7,0,45,0,0,0
36327,32463,2021-06-24T13:18:24.7221818Z,2021,38,13,31,22,0,5to,3,0,16,0,0,25,7,0,35,0,0,0
36327,32464,2021-06-24T13:18:24.7221818Z,2021,45,6,30,26,0,K,0,0,19,0,0,39,15,0,45,0,0,0
36327,32465,2021-06-24T13:18:24.7231823Z,2021,17,17,13,3,0,Sin Grado,0,1,14,0,0,0,4,0,17,0,0,0
36327,8464,2020-11-18T16:21:51.8045732Z,2020,67,20,55,31,0,1ro,3,0,36,0,0,47,12,0,64,0,0,0
36327,8465,2020-11-18T16:21:51.8055754Z,2020,60,22,44,27,0,2do,0,0,33,0,0,38,16,0,60,0,0,0
36327,8466,2020-11-18T16:21:51.8055754Z,2020,64,22,46,30,0,3ro,1,0,34,0,0,42,18,0,63,0,0,0
36327,8467,2020-11-18T16:21:51.8055754Z,2020,53,21,42,28,0,4to,2,0,25,0,0,32,11,0,51,0,0,0
36327,8468,2020-11-18T16:21:51.8065754Z,2020,40,11,31,22,0,5to,1,0,18,0,0,29,9,0,39,0,0,0
36327,8469,2020-11-18T16:21:51.8065754Z,2020,62,4,58,32,0,K,0,0,30,0,0,58,4,0,62,0,0,0
36327,8470,2020-11-18T16:21:51.8065754Z,2020,12,12,7,5,0,Sin Grado,0,0,7,0,0,0,5,0,12,0,0,0
52571,33591,2021-06-24T13:18:33.4224222Z,2021,38,8,37,13,0,1ro,0,0,25,0,0,30,1,0,38,0,0,0
52571,33592,2021-06-24T13:18:33.4234222Z,2021,38,14,37,17,0,2do,0,1,21,0,0,24,1,0,37,0,0,1
52571,33593,2021-06-24T13:18:33.4234222Z,2021,49,21,47,29,0,3ro,3,1,20,0,0,28,2,0,45,0,0,1
52571,33594,2021-06-24T13:18:33.4244254Z,2021,41,18,40,20,0,4to,3,1,21,0,0,23,1,0,38,0,0,0
52571,33595,2021-06-24T13:18:33.4244254Z,2021,39,13,39,21,0,5to,0,0,18,0,0,26,0,0,38,0,0,1
52571,33596,2021-06-24T13:18:33.4244254Z,2021,23,2,23,14,0,K,0,0,9,0,0,21,0,0,23,0,0,0
52571,33597,2021-06-24T13:18:33.4254236Z,2021,17,17,15,0,0,Sin Grado,0,1,17,0,0,0,2,0,17,0,0,0
52571,3566,2020-11-18T16:21:03.2732172Z,2019,76,26,70,41,0,1ro,3,0,35,0,0,50,6,0,72,0,0,1
52571,3567,2020-11-18T16:21:03.2742176Z,2019,62,27,56,30,0,2do,4,0,32,0,0,35,6,0,58,0,0,0
52571,3568,2020-11-18T16:21:03.2742176Z,2019,63,24,60,25,0,3ro,0,1,38,0,0,39,3,0,62,0,0,1
52571,3569,2020-11-18T16:21:03.2742176Z,2019,71,19,63,37,0,4to,2,1,34,0,0,52,8,0,69,0,0,0
52571,3570,2020-11-18T16:21:03.2742176Z,2019,44,18,41,18,0,5to,0,0,26,0,0,26,3,0,44,0,0,0
52571,3571,2020-11-18T16:21:03.2752181Z,2019,52,10,52,29,0,K,1,0,23,0,0,42,0,0,50,0,0,1
52571,3572,2020-11-18T16:21:03.2752181Z,2019,38,34,34,10,0,Sin Grado,0,1,28,0,0,4,4,0,38,0,0,0
52571,9585,2020-11-18T16:21:59.1024422Z,2020,45,15,44,23,0,1ro,1,0,22,0,0,30,1,0,43,0,0,1
52571,9586,2020-11-18T16:21:59.1024422Z,2020,67,26,62,43,0,2do,4,0,24,0,0,41,5,0,62,0,0,1
52571,9587,2020-11-18T16:21:59.1024422Z,2020,52,21,46,24,0,3ro,3,0,28,0,0,31,6,0,49,0,0,0
52571,9588,2020-11-18T16:21:59.1024422Z,2020,42,15,41,22,0,4to,0,0,20,0,0,27,1,0,41,0,0,1
52571,9589,2020-11-18T16:21:59.1024422Z,2020,55,17,48,29,0,5to,1,0,26,0,0,38,7,0,54,0,0,0
52571,9590,2020-11-18T16:21:59.1034431Z,2020,63,11,59,30,0,K,0,0,33,0,0,52,4,0,63,0,0,0
52571,9591,2020-11-18T16:21:59.1034431Z,2020,38,36,37,4,0,Sin Grado,0,0,34,0,0,2,1,0,38,0,0,0
50609,3286,2020-11-18T16:21:01.4700135Z,2019,20,11,14,5,0,1ro,0,0,15,0,0,9,6,0,20,0,0,0
50609,3287,2020-11-18T16:21:01.4710135Z,2019,22,8,20,13,0,2do,0,0,9,0,0,14,2,0,22,0,0,0
50609,3288,2020-11-18T16:21:01.4710135Z,2019,22,7,14,12,0,3ro,0,0,10,0,0,15,8,0,22,0,1,0
50609,3289,2020-11-18T16:21:01.4710135Z,2019,35,12,26,16,0,4to,0,0,19,0,0,23,9,0,35,0,0,0
50609,3290,2020-11-18T16:21:01.4720135Z,2019,33,10,24,11,0,5to,0,1,22,0,0,23,9,0,33,0,0,0
50609,3291,2020-11-18T16:21:01.4720135Z,2019,26,10,17,10,0,6to,0,0,16,0,0,16,9,0,26,0,2,0
50609,3292,2020-11-18T16:21:01.4730144Z,2019,23,6,19,12,0,7mo,0,0,11,0,0,17,4,0,23,0,0,0
50609,3293,2020-11-18T16:21:01.4730144Z,2019,36,15,28,18,0,8vo,0,0,18,0,0,21,8,0,36,0,0,0
50609,3294,2020-11-18T16:21:01.4740153Z,2019,29,16,22,15,0,K,0,0,14,0,0,13,7,0,29,0,0,0
50609,3295,2020-11-18T16:21:01.4740153Z,2019,27,27,17,6,0,Sin Grado,0,0,21,0,0,0,10,0,27,0,0,0
50609,33312,2021-06-24T13:18:31.5520808Z,2021,35,11,26,20,0,1ro,0,0,15,0,0,24,9,0,35,0,0,0
50609,33313,2021-06-24T13:18:31.5530817Z,2021,24,10,21,12,0,2do,0,0,12,0,0,14,3,0,24,0,0,0
50609,33314,2021-06-24T13:18:31.5530817Z,2021,23,12,17,5,0,3ro,0,0,18,0,0,11,6,0,23,0,0,0
50609,33315,2021-06-24T13:18:31.5530817Z,2021,23,8,15,14,0,4to,0,0,9,0,0,15,8,0,23,0,0,0
50609,33316,2021-06-24T13:18:31.5530817Z,2021,29,9,25,14,0,5to,0,0,15,0,0,20,4,0,29,0,2,0
50609,33317,2021-06-24T13:18:31.5540818Z,2021,32,6,25,14,0,6to,0,0,18,0,0,26,7,0,32,0,0,0
50609,33318,2021-06-24T13:18:31.5540818Z,2021,29,11,24,12,0,7mo,0,0,17,0,0,18,5,0,29,0,0,0
50609,33319,2021-06-24T13:18:31.5540818Z,2021,22,8,16,7,0,8vo,0,0,15,0,0,14,6,0,22,0,2,0
50609,33320,2021-06-24T13:18:31.5540818Z,2021,18,4,13,11,0,K,0,0,7,0,0,14,5,0,18,0,0,0
50609,33321,2021-06-24T13:18:31.5540818Z,2021,19,19,16,5,0,Sin Grado,0,0,14,0,0,0,3,0,19,0,0,0
50609,9306,2020-11-18T16:21:57.9906998Z,2020,22,13,18,11,0,1ro,0,0,11,0,0,9,4,0,22,0,0,0
50609,9307,2020-11-18T16:21:57.9906998Z,2020,22,12,14,4,0,2do,0,0,18,0,0,10,8,0,22,0,0,0
50609,9308,2020-11-18T16:21:57.9906998Z,2020,21,7,20,12,0,3ro,0,0,9,0,0,14,1,0,21,0,0,0
50609,9309,2020-11-18T16:21:57.9906998Z,2020,22,6,15,12,0,4to,0,0,10,0,0,16,7,0,22,0,1,0
50609,9310,2020-11-18T16:21:57.9917007Z,2020,33,8,25,13,0,5to,0,0,20,0,0,25,8,0,33,0,0,0
50609,9311,2020-11-18T16:21:57.9917007Z,2020,30,12,24,12,0,6to,0,1,18,0,0,18,6,0,30,0,0,0
50609,9312,2020-11-18T16:21:57.9917007Z,2020,23,8,17,7,0,7mo,0,0,16,0,0,15,6,0,23,0,2,0
50609,9313,2020-11-18T16:21:57.9917007Z,2020,21,5,17,11,0,8vo,0,0,10,0,0,16,4,0,21,0,0,0
50609,9314,2020-11-18T16:21:57.9917007Z,2020,32,9,21,16,0,K,0,0,16,0,0,23,11,0,32,0,0,0
50609,9315,2020-11-18T16:21:57.992702Z,2020,23,23,15,5,0,Sin Grado,0,0,18,0,0,0,8,0,23,0,0,0
20990,1121,2020-11-18T16:20:44.6287814Z,2019,75,38,55,34,0,1ro,0,0,41,0,0,37,20,0,75,0,0,0
20990,1122,2020-11-18T16:20:44.6287814Z,2019,56,25,36,28,0,2do,0,0,28,0,0,31,20,0,56,0,0,0
20990,1123,2020-11-18T16:20:44.6297818Z,2019,51,17,35,25,0,3ro,0,0,26,0,0,34,16,0,51,0,0,0
20990,1124,2020-11-18T16:20:44.6297818Z,2019,60,21,39,25,0,4to,0,0,35,0,0,39,21,0,60,0,0,0
20990,1125,2020-11-18T16:20:44.6297818Z,2019,61,25,50,33,0,5to,0,0,28,0,0,36,11,0,61,0,0,0
20990,1126,2020-11-18T16:20:44.6297818Z,2019,50,20,33,15,0,K,1,0,35,0,0,30,17,0,49,0,0,0
20990,1127,2020-11-18T16:20:44.6297818Z,2019,20,20,16,2,0,Sin Grado,0,0,18,0,0,0,4,0,20,0,0,0
20990,31122,2021-06-24T13:18:13.0668191Z,2021,54,18,51,24,0,1ro,0,0,30,0,0,36,3,0,54,0,0,0
20990,31123,2021-06-24T13:18:13.0678201Z,2021,46,26,32,17,0,2do,1,0,29,0,0,20,14,0,45,0,0,0
20990,31124,2021-06-24T13:18:13.0678201Z,2021,67,30,56,30,0,3ro,1,1,37,0,0,37,11,0,66,0,0,0
20990,31125,2021-06-24T13:18:13.068821Z,2021,47,19,40,22,0,4to,0,3,25,0,0,28,7,0,47,0,0,0
20990,31126,2021-06-24T13:18:13.068821Z,2021,47,16,39,22,0,5to,1,0,25,0,0,31,8,0,46,0,0,0
20990,31127,2021-06-24T13:18:13.068821Z,2021,32,7,29,14,0,K,1,0,18,0,0,25,3,0,31,0,0,0
20990,31128,2021-06-24T13:18:13.070822Z,2021,7,7,6,2,0,Sin Grado,0,0,5,0,0,0,1,0,7,0,0,0
20990,7126,2020-11-18T16:21:44.1955037Z,2020,53,27,39,19,0,1ro,2,0,34,0,0,26,14,0,51,0,0,0
20990,7127,2020-11-18T16:21:44.1955037Z,2020,68,31,51,31,0,2do,1,0,37,0,0,37,17,0,67,0,0,0
20990,7128,2020-11-18T16:21:44.1955037Z,2020,54,23,38,25,0,3ro,0,0,29,0,0,31,16,0,54,0,0,0
20990,7129,2020-11-18T16:21:44.1955037Z,2020,48,16,37,25,0,4to,0,0,23,0,0,32,11,0,48,0,0,0
20990,7130,2020-11-18T16:21:44.1955037Z,2020,57,20,41,23,0,5to,0,0,34,0,0,37,16,0,57,0,0,0
20990,7131,2020-11-18T16:21:44.1965041Z,2020,56,16,40,25,0,K,0,0,31,0,0,40,16,0,56,0,0,0
20990,7132,2020-11-18T16:21:44.1965041Z,2020,17,17,13,3,0,Sin Grado,0,0,14,0,0,0,4,0,17,0,0,0
32532,2074,2020-11-18T16:20:53.9099685Z,2019,58,17,43,20,0,6to,0,0,38,0,0,41,15,0,58,0,0,0
32532,2075,2020-11-18T16:20:53.9109694Z,2019,89,29,72,51,0,7mo,1,0,38,0,0,60,17,0,88,0,1,0
32532,2076,2020-11-18T16:20:53.9109694Z,2019,68,9,56,36,0,8vo,0,0,32,0,0,59,12,0,68,0,0,0
32532,2077,2020-11-18T16:20:53.9109694Z,2019,29,29,25,14,0,Sin Grado,0,0,15,0,0,0,4,0,29,0,0,0
32532,32080,2021-06-24T13:18:20.0988622Z,2021,19,10,17,8,0,6to,0,1,11,0,0,9,2,0,19,0,0,0
32532,32081,2021-06-24T13:18:20.0998622Z,2021,51,11,44,23,0,7mo,1,3,28,0,0,40,7,1,49,0,0,0
32532,32082,2021-06-24T13:18:20.0998622Z,2021,54,18,44,24,0,8vo,0,0,30,0,0,36,10,0,54,0,1,0
32532,32083,2021-06-24T13:18:20.0998622Z,2021,12,12,9,7,0,Sin Grado,0,1,5,0,0,0,3,0,12,0,0,0
32532,8086,2020-11-18T16:21:49.5690866Z,2020,40,9,35,20,0,6to,1,0,20,0,0,31,5,1,38,0,0,0
32532,8087,2020-11-18T16:21:49.5690866Z,2020,54,16,40,24,0,7mo,0,0,30,0,0,38,14,0,54,0,1,0
32532,8088,2020-11-18T16:21:49.5700879Z,2020,81,26,66,48,0,8vo,1,0,33,0,0,55,15,0,80,0,0,0
32532,8089,2020-11-18T16:21:49.5700879Z,2020,23,22,18,12,0,Sin Grado,0,0,11,0,0,1,5,0,23,0,0,0
71308,11256,2020-11-18T16:22:09.5784284Z,2020,26,10,19,8,0,1ro,0,0,18,0,0,16,7,0,26,0,0,0
71308,11257,2020-11-18T16:22:09.5784284Z,2020,35,13,28,17,0,2do,0,4,18,0,0,22,7,0,35,0,0,0
71308,11258,2020-11-18T16:22:09.5784284Z,2020,47,14,33,26,0,3ro,0,2,21,0,0,33,14,0,47,2,0,0
71308,11259,2020-11-18T16:22:09.5784284Z,2020,32,12,27,19,0,4to,0,2,13,0,0,20,5,0,32,1,0,0
71308,11260,2020-11-18T16:22:09.5794301Z,2020,24,4,18,14,0,5to,0,1,10,0,0,20,6,0,24,4,0,0
71308,11261,2020-11-18T16:22:09.5794301Z,2020,31,11,25,17,0,K,0,2,14,0,0,20,6,0,31,0,0,0
71308,35277,2021-06-24T13:18:44.8426097Z,2021,30,13,27,17,0,1ro,0,2,13,0,0,17,3,0,30,0,0,0
71308,35278,2021-06-24T13:18:44.8426097Z,2021,23,9,19,8,0,2do,0,0,15,0,0,14,4,0,23,0,0,0
71308,35279,2021-06-24T13:18:44.8426097Z,2021,33,13,28,17,0,3ro,0,3,16,0,0,20,5,0,33,0,0,0
71308,35280,2021-06-24T13:18:44.8436111Z,2021,33,9,27,20,0,4to,0,1,13,0,0,24,6,0,33,1,0,0
71308,35281,2021-06-24T13:18:44.8436111Z,2021,24,7,21,13,0,5to,0,1,11,0,0,17,3,0,24,1,0,0
71308,35282,2021-06-24T13:18:44.8436111Z,2021,30,5,24,15,0,K,0,0,15,0,0,25,6,0,30,0,0,0
71308,5251,2020-11-18T16:21:14.4676777Z,2019,36,14,28,17,0,1ro,0,1,19,0,0,22,8,0,36,0,0,0
71308,5252,2020-11-18T16:21:14.4686786Z,2019,48,16,32,27,0,2do,0,2,21,0,0,32,16,0,48,2,0,0
71308,5253,2020-11-18T16:21:14.4686786Z,2019,36,13,30,24,0,3ro,0,0,12,0,0,23,6,0,36,1,0,0
71308,5254,2020-11-18T16:21:14.4686786Z,2019,26,5,20,16,0,4to,0,1,10,0,0,21,6,0,26,3,0,0
71308,5255,2020-11-18T16:21:14.4686786Z,2019,19,3,15,8,0,5to,0,0,11,0,0,16,4,0,19,0,0,0
71308,5256,2020-11-18T16:21:14.469679Z,2019,44,20,35,20,0,K,1,0,24,0,0,24,9,0,43,0,0,0
34769,2254,2020-11-18T16:20:55.0117043Z,2019,39,9,34,17,0,1ro,1,0,22,0,0,30,5,0,37,0,0,1
34769,2255,2020-11-18T16:20:55.0117043Z,2019,41,15,33,18,0,2do,0,0,23,0,0,26,8,0,41,0,0,0
34769,2256,2020-11-18T16:20:55.0127051Z,2019,33,14,28,12,0,3ro,0,0,21,0,0,19,5,0,33,0,0,0
34769,2257,2020-11-18T16:20:55.0127051Z,2019,38,6,32,22,0,4to,2,0,16,0,1,32,6,0,36,0,0,0
34769,2258,2020-11-18T16:20:55.0127051Z,2019,34,4,29,14,0,5to,0,0,20,0,1,30,5,0,34,0,0,0
34769,2259,2020-11-18T16:20:55.0127051Z,2019,28,7,23,12,0,K,0,0,16,0,0,21,5,0,28,0,0,0
34769,2260,2020-11-18T16:20:55.0127051Z,2019,13,13,11,4,0,Sin Grado,0,0,9,0,0,0,2,0,13,0,0,0
34769,32261,2021-06-24T13:18:21.7640558Z,2021,26,8,23,14,0,1ro,0,0,12,0,0,18,3,0,26,0,0,0
34769,32262,2021-06-24T13:18:21.7640558Z,2021,37,12,31,18,0,2do,0,0,19,0,0,25,6,0,37,0,0,0
34769,32263,2021-06-24T13:18:21.7640558Z,2021,35,9,32,17,0,3ro,0,0,18,0,0,26,3,0,35,0,0,0
34769,32264,2021-06-24T13:18:21.7640558Z,2021,42,14,38,18,0,4to,0,0,24,0,0,28,4,0,42,0,0,0
34769,32265,2021-06-24T13:18:21.7650558Z,2021,30,12,25,11,0,5to,0,0,19,0,0,18,5,0,30,0,0,0
34769,32266,2021-06-24T13:18:21.7650558Z,2021,22,7,20,13,0,K,0,0,9,0,0,15,2,0,22,0,0,0
34769,32267,2021-06-24T13:18:21.7650558Z,2021,12,11,12,3,0,Sin Grado,0,0,9,0,0,1,0,0,12,0,0,0
34769,8266,2020-11-18T16:21:50.6898357Z,2020,37,9,29,16,0,1ro,0,0,21,0,0,28,8,0,37,0,0,0
34769,8267,2020-11-18T16:21:50.6898357Z,2020,36,10,32,15,0,2do,0,0,21,0,0,26,4,0,36,0,0,0
34769,8268,2020-11-18T16:21:50.6898357Z,2020,47,17,39,21,0,3ro,1,0,26,0,0,30,8,0,46,0,0,0
34769,8269,2020-11-18T16:21:50.6908361Z,2020,33,11,27,13,0,4to,0,0,20,0,0,22,6,0,32,0,0,1
34769,8270,2020-11-18T16:21:50.6908361Z,2020,40,9,31,23,0,5to,1,0,17,0,0,31,9,0,39,0,0,0
34769,8271,2020-11-18T16:21:50.6908361Z,2020,27,7,24,18,0,K,0,0,9,0,0,20,3,0,27,0,0,0
