PartitionKey,escuela,region,municipio,escuela_receptora,nivel,grade,matricula_1819,matricula_1718,matricula_1617,espanol_1819,espanol_1718,espanol_1617,matematica_1819,matematica_1718,matematica_1617,ingles_1819,ingles_1718,ingles_1617,ciencias_1819,ciencias_1718,ciencias_1617,latitude,longitude,escuela_receptora_cat,AcademicYear,All,Disabilities,EconomicallyDisadvantaged,Female,FosterCare,HispanicNOTPuertoRican,Homeless,Male,Migrants,MilitaryParent,NOTDisabilities,NOTEconomicallyDisadvantaged,OtherOrigin,PuertoRican,Section504,SpanishLearners,WhiteNOTHispanic
77552,Papa Juan XXIII,BAYAMON,BAYAMON,1,TODOS LOS NIVELES,6 - 12,798,467,491,73.2,81.3,74.0,23.6,28.7,25.7,72.8,80.9,84.5,66.7,83.5,75.6,18.39451,-66.17412,Schools received displaced students in SY 2019,2019,798,119,433,406,0,17,3,392,0,0,679,365,2,778,2,0,1
73650,Pedro Casablanca,BAYAMON,BAYAMON,0,TODOS LOS NIVELES,"7 - 12, EEI - EES",236,211,162,19.4,12.0,6.1,0.0,0.0,3.0,21.1,8.5,15.6,17.1,20.0,9.4,18.39477,-66.12655,Schools did not receive displaced students,2019,236,106,205,132,0,5,9,104,0,0,130,31,0,231,1,1,0
70417,Rafael Colon Salgado,BAYAMON,BAYAMON,0,PRIMARIO,"K - 8, EEE",519,481,245,34.0,38.7,59.5,28.6,34.4,61.1,33.1,31.0,44.3,43.3,50.5,71.4,18.36303,-66.17162,Schools did not receive displaced students,2019,519,237,400,243,0,10,1,276,0,0,282,119,0,509,0,1,0
70763,Rafael Cordero,BAYAMON,CATAÑO,1,PRIMARIO,"K - 5, EEE",548,424,476,31.4,33.5,27.9,45.0,38.3,34.9,32.6,28.3,25.0,38.3,43.2,20.9,18.43734,-66.12502,Schools received displaced students in SY 2019,2019,548,189,509,287,0,12,0,261,0,0,359,39,0,536,0,0,0
70045,Ramon Morales Peña,BAYAMON,BAYAMON,1,PRIMARIO,"K - 5, EEE",509,418,367,50.2,58.1,61.6,61.3,59.7,55.1,62.1,68.1,50.5,67.1,86.8,63.2,18.41609,-66.17196,Schools received displaced students in SY 2019,2019,509,195,401,239,0,13,5,270,0,0,314,108,0,496,0,3,0
12336,Ramon Torres Rivera,BAYAMON,OROCOVIS,0,PRIMARIO,K - 8,114,156,175,92.7,76.8,70.6,98.8,87.0,68.9,73.2,75.4,59.7,100.0,100.0,100.0,18.30338,-66.43418,Schools did not receive displaced students,2019,114,33,98,51,0,0,0,63,0,0,81,16,8,106,0,0,0
70243,Rexville Elemental,BAYAMON,BAYAMON,1,PRIMARIO,"K - 5, EEE",414,444,411,63.7,54.6,47.4,64.2,53.0,47.0,42.5,42.7,35.5,55.7,65.1,33.9,18.37127,-66.19056,Schools received displaced students in SY 2019,2019,414,216,365,193,0,9,0,221,0,0,198,49,0,405,0,1,0
71308,Rosa Luz Zayas,BAYAMON,NARANJITO,0,PRIMARIO,K - 5,209,165,142,52.6,59.2,60.3,55.8,64.8,61.8,28.6,38.0,30.9,69.6,80.0,66.7,18.26084,-66.26208,Schools did not receive displaced students,2019,209,71,160,112,0,1,4,97,0,0,138,49,0,208,6,0,0
78857,Ruben Rodriguez Figueroa,BAYAMON,NARANJITO,0,SECUNDARIO,"9 - 12, EES",771,711,765,50.6,65.3,49.8,7.5,11.0,9.6,50.0,58.0,50.4,54.7,59.0,64.5,18.30806,-66.26339,Schools did not receive displaced students,2019,771,143,522,386,0,7,5,385,0,0,628,249,0,763,19,0,1
75234,Silvestre Martinez,BAYAMON,NARANJITO,1,PRIMARIO,K - 6,354,324,300,31.0,81.4,91.6,36.9,89.0,87.8,28.7,89.0,87.0,27.3,76.9,100.0,18.32214,-66.22565,Schools received displaced students in SY 2019,2019,354,94,263,184,0,6,0,170,0,0,260,91,0,348,3,0,0
71340,Su Adolfo Garcia,BAYAMON,NARANJITO,1,PRIMARIO,"K - 8, EEE - EEI",316,294,301,29.2,30.8,32.4,11.5,19.0,20.3,19.8,18.4,26.8,40.3,37.3,38.7,18.32437,-66.26702,Schools received displaced students in SY 2019,2019,316,113,275,151,0,2,8,165,0,0,203,41,0,314,15,0,0
12518,Su Bonifacio Alvarado,BAYAMON,OROCOVIS,0,PRIMARIO,K - 8,186,195,190,72.8,70.0,86.2,59.2,62.5,70.8,62.4,59.2,76.2,97.7,84.1,97.4,18.17448,-66.43287,Schools did not receive displaced students,2019,186,59,142,84,0,0,0,102,0,0,127,44,0,186,2,0,0
12716,Su Botijas I,BAYAMON,OROCOVIS,0,PRIMARIO,"K - 8, EEE - EEI",179,166,186,53.5,47.7,61.2,51.8,50.5,38.8,72.6,41.3,68.1,65.6,65.0,89.2,18.24139,-66.36643,Schools did not receive displaced students,2019,179,68,160,74,0,0,0,105,0,0,111,19,0,179,3,0,0
70334,Su Cacique Majagua,BAYAMON,BAYAMON,1,PRIMARIO,K - 8,225,218,248,36.5,40.9,35.5,14.1,21.4,20.8,21.8,24.0,20.3,40.7,57.7,31.0,18.32943,-66.18746,Schools received displaced students in SY 2019,2019,225,94,182,114,0,6,16,111,0,0,131,43,0,218,0,0,1
71068,Su Demetrio Rivera,BAYAMON,COROZAL,0,PRIMARIO,"K - 8, EEE - EEI",324,376,308,56.3,49.3,54.3,39.7,41.6,38.0,35.4,40.3,47.6,71.4,87.5,75.8,18.26875,-66.34011,Schools did not receive displaced students,2019,324,104,298,149,0,3,34,175,0,0,220,26,0,321,6,0,0
12401,Su Jose R Barreras,BAYAMON,MOROVIS,0,PRIMARIO,"K - 8, EEE",339,341,355,41.9,50.0,55.4,25.3,18.6,28.8,32.7,26.2,42.8,44.9,55.1,45.8,18.33573,-66.37341,Schools did not receive displaced students,2019,339,115,266,169,0,1,2,170,0,0,224,73,0,338,4,0,0
71035,Su Julian Marrero,BAYAMON,COROZAL,0,PRIMARIO,"K - 8, EEE - EEI",416,442,398,35.4,33.1,30.2,23.8,33.2,23.5,30.7,34.5,30.4,29.7,20.0,21.5,18.32109,-66.29714,Schools did not receive displaced students,2019,416,160,347,204,0,5,3,212,0,0,256,69,0,411,1,1,0
12666,Su Matrullas,BAYAMON,OROCOVIS,1,PRIMARIO,"K - 8, EEE",151,144,146,43.4,47.5,41.8,33.7,20.2,25.6,52.6,59.6,38.0,80.8,52.8,56.1,18.20073,-66.48761,Schools received displaced students in SY 2019,2019,151,62,135,61,0,2,0,90,0,0,89,16,0,146,1,2,3
71050,Su Nicolas Rodriguez,BAYAMON,COROZAL,1,PRIMARIO,"PK - 8, EEE - EEI",419,388,378,41.3,48.8,46.3,22.2,23.6,17.3,22.5,28.7,26.1,33.0,51.7,31.5,18.32204,-66.34438,Schools received displaced students in SY 2019,2019,416,161,337,190,0,1,3,226,0,0,255,79,0,415,1,0,0
71357,Su Pedro Fernandez,BAYAMON,NARANJITO,0,PRIMARIO,K - 8,329,351,372,42.0,41.6,43.3,10.5,15.9,22.2,18.2,26.8,32.2,48.1,43.6,52.5,18.24762,-66.28345,Schools did not receive displaced students,2019,329,111,246,150,0,4,0,179,0,0,218,83,0,325,3,0,0
12765,Su Sanamuertos,BAYAMON,OROCOVIS,1,PRIMARIO,K - 8,264,233,275,68.1,69.3,51.4,35.3,44.0,39.8,42.5,62.0,54.8,55.4,100.0,48.3,18.23956,-66.40468,Schools received displaced students in SY 2019,2019,264,71,220,123,0,1,2,141,0,1,193,44,0,263,3,1,0
70623,Tomas C Ongay,BAYAMON,BAYAMON,0,SECUNDARIO,"9 - 12, EES",688,753,742,42.4,35.1,48.6,0.0,1.5,0.9,35.9,40.3,37.6,37.8,33.6,39.9,18.37658,-66.14432,Schools did not receive displaced students,2019,688,206,464,288,0,10,4,400,0,0,482,224,0,678,2,1,0
77651,Tomas Maso Rivera Morales,BAYAMON,TOA ALTA,0,SECUNDARIO,"9 - 12, EES",611,547,343,35.6,29.3,57.3,0.8,0.8,3.6,29.9,28.5,45.5,29.3,25.0,50.0,18.37363,-66.20931,Schools did not receive displaced students,2019,611,190,459,289,0,7,39,322,0,0,421,152,1,603,0,2,0
71365,Vilanta Jimenez,BAYAMON,TOA ALTA,0,PRIMARIO,"PK - 5, EEE",366,369,333,46.9,69.1,79.4,45.3,71.8,88.1,32.3,69.8,79.4,5.92,100.0,84.0,18.39035,-66.2475,Schools did not receive displaced students,2019,366,165,329,175,0,10,7,191,0,0,201,37,0,355,0,0,1
70011,Virgilio Davila,BAYAMON,BAYAMON,0,PRIMARIO,"K - 5, EEE",291,323,293,50.6,38.3,37.3,48.5,42.5,47.0,42.0,27.7,20.5,60.4,41.8,58.1,18.40566,-66.18798,Schools did not receive displaced students,2019,291,114,254,124,0,4,4,167,0,0,177,37,0,286,1,1,1
12633,Visitacion Pagan,BAYAMON,OROCOVIS,0,PRIMARIO,"K - 5, EEE",220,221,188,84.1,61.3,67.0,92.9,71.7,74.5,83.3,61.3,50.9,100.0,100.0,72.4,18.26601,-66.39914,Schools did not receive displaced students,2019,220,63,171,106,0,2,0,114,0,0,157,49,0,218,1,0,0
20578,Abelardo Diaz Morales,CAGUAS,CAGUAS,1,PRIMARIO,"K - 5, EEE",425,578,656,42.3,37.7,40.3,47.9,32.1,33.3,27.5,24.2,30.1,34.1,44.4,46.2,18.23615,-66.01383,Schools received displaced students in SY 2019,2019,425,163,302,208,0,9,4,217,0,0,262,123,0,413,0,1,3
27714,Adalberto Sanchez Morales,CAGUAS,ARROYO,0,PRIMARIO,"PK - 5, EEE",341,414,314,74.1,72.9,95.8,87.9,79.3,95.2,93.1,83.5,99.4,78.7,94.2,100.0,17.98963,-66.05327,Schools did not receive displaced students,2019,341,104,273,166,0,4,2,175,0,0,237,68,0,335,2,3,2
26336,Adela Brenes Texidor,CAGUAS,GUAYAMA,0,TODOS LOS NIVELES,"6 - 12, EEE - EES",349,363,340,23.4,23.0,28.3,13.2,15.7,6.1,22.8,28.1,36.1,25.8,30.2,40.0,17.95553,-66.16153,Schools did not receive displaced students,2019,349,92,306,163,0,3,6,186,0,0,257,43,1,345,3,2,0
20065,Alfonso Lopez O'Neill,CAGUAS,AGUAS BUENAS,0,PRIMARIO,K - 5,153,148,137,69.6,77.9,37.5,81.5,84.4,40.9,91.2,81.8,28.4,94.1,76.0,77.3,18.28765,-66.07612,Schools did not receive displaced students,2019,153,68,119,72,0,0,4,81,0,0,85,34,0,153,1,0,0
26013,Ana J Candelas,CAGUAS,CIDRA,0,SECUNDARIO,9 - 12,382,473,490,53.7,43.2,50.5,13.4,6.5,20.6,45.1,38.8,42.1,51.2,44.6,50.5,18.17064,-66.16219,Schools did not receive displaced students,2019,382,75,277,183,0,7,3,199,0,0,307,105,0,375,0,1,0
26492,Antonio Donminguez Nieves,CAGUAS,CAGUAS,0,TODOS LOS NIVELES,"6 - 12, EEI - EES",350,296,186,18.3,17.9,21.2,1.1,1.3,3.0,16.7,8.6,12.1,13.8,10.9,12.1,18.28626,-66.04754,Schools did not receive displaced students,2019,350,186,294,147,0,8,2,203,0,0,164,56,0,342,0,3,0
20776,Antonio S Pedreira (Pre-Tec),CAGUAS,CAGUAS,1,PRIMARIO,"6 - 8, EEI",403,432,439,46.1,48.7,47.0,10.0,16.5,13.2,26.2,31.7,29.9,34.4,29.5,22.5,18.2148,-66.04121,Schools received displaced students in SY 2019,2019,403,151,320,188,0,1,28,215,0,0,252,83,0,401,0,1,1
21097,Benigno Carrion,CAGUAS,CAYEY,0,PRIMARIO,"K - 5, EEE",390,330,240,67.5,56.7,61.9,83.3,80.0,77.7,51.7,66.1,36.5,89.2,71.7,80.4,18.10959,-66.16856,Schools did not receive displaced students,2019,390,143,327,197,0,2,1,193,0,0,247,63,0,388,2,1,0
21089,Benigno Fernandez Garcia,CAGUAS,CAYEY,0,PRIMARIO,"6 - 8, EEI",468,483,354,41.2,43.4,49.3,8.0,9.0,13.2,30.2,37.3,38.9,28.4,40.2,27.7,18.11489,-66.16773,Schools did not receive displaced students,2019,468,150,351,243,0,2,0,225,0,1,318,117,0,466,0,0,0
20685,Benita Gonzalez Quiñones,CAGUAS,CAGUAS,1,PRIMARIO,"K - 5, EEE",225,212,198,53.9,28.1,57.1,61.8,42.7,62.2,47.1,34.8,64.3,78.1,54.8,56.7,18.23555,-66.02191,Schools received displaced students in SY 2019,2019,225,130,201,116,0,1,0,109,0,0,95,24,2,222,0,1,0
21105,Benjamin Harrison,CAGUAS,CAYEY,0,SECUNDARIO,"9 - 12, EES",695,763,836,32.4,33.6,20.4,0.7,1.4,0.6,22.8,36.8,19.3,31.7,37.3,24.7,18.11429,-66.16996,Schools did not receive displaced students,2019,695,169,503,312,0,4,0,383,0,0,526,192,0,691,0,1,0
27565,Bonifacio Sanchez Jimenez,CAGUAS,AIBONITO,0,SECUNDARIO,9 - 12,380,422,406,55.3,59.9,59.0,31.8,29.3,27.0,65.9,65.3,60.0,67.1,72.7,65.0,18.13971,-66.26322,Schools did not receive displaced students,2019,380,51,211,188,0,2,1,192,0,0,329,169,0,377,0,2,1
20180,Carmen D Ortiz Ortiz (Su Sumidero),CAGUAS,AGUAS BUENAS,0,PRIMARIO,"K - 8, EEE - EEI",513,463,485,41.1,41.4,35.2,27.2,22.7,21.2,22.4,25.4,19.0,57.9,56.0,41.0,18.22399,-66.13132,Schools did not receive displaced students,2019,513,174,396,247,0,4,13,266,0,0,339,117,2,507,0,1,0
23887,Centro Adiestramiento Vocacional,CAGUAS,CAYEY,0,TODOS LOS NIVELES,EEI - EES,119,128,117,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2,0.0,0.0,18.11716,-66.15637,Schools did not receive displaced students,2019,119,88,109,26,0,1,3,93,0,0,31,10,0,118,0,2,0
23259,Charles E Miner,CAGUAS,CAGUAS,1,PRIMARIO,"K - 5, EEE",233,238,134,62.7,49.5,79.4,64.3,55.2,82.5,24.6,19.6,50.8,60.0,25.0,81.8,18.20853,-66.05572,Schools received displaced students in SY 2019,2019,233,87,186,114,0,2,0,119,0,0,146,47,0,230,0,0,1
20727,Cipriano Manrique,CAGUAS,CAGUAS,1,PRIMARIO,K - 5,195,209,234,84.5,86.7,75.0,94.8,88.8,83.2,83.5,67.3,79.4,100.0,93.8,100.0,18.17479,-66.04161,Schools received displaced students in SY 2019,2019,195,71,170,93,0,2,1,102,0,0,124,25,0,193,0,0,0
28100,Claudio Ferrer Cotto,CAGUAS,COMERIO,1,PRIMARIO,"K - 5, EEE",181,175,224,54.9,37.8,30.4,62.4,31.7,32.2,50.0,12.5,7.8,51.7,67.9,41.0,18.21106,-66.23603,Schools received displaced students in SY 2019,2019,181,81,166,83,0,3,6,98,0,0,100,15,0,178,1,0,0
21493,Clemencia Melendez,CAGUAS,CIDRA,1,PRIMARIO,"K - 8, EEE - EEI",389,342,346,53.3,32.7,36.4,35.3,20.0,26.8,29.9,24.2,24.1,62.7,36.5,19.2,18.16227,-66.19183,Schools received displaced students in SY 2019,2019,389,129,337,182,0,13,1,207,0,0,260,52,0,376,2,1,0
23143,Concepcion Mendez Cano,CAGUAS,CAGUAS,1,PRIMARIO,"K - 5, EEE",193,209,209,30.3,24.4,36.9,27.8,26.5,38.3,22.2,13.3,21.6,24.3,35.5,53.8,18.21915,-66.05384,Schools received displaced students in SY 2019,2019,193,81,163,95,0,1,18,98,0,0,112,30,0,192,0,0,0
52886,Coqui (Intermedia),CAGUAS,SALINAS,1,PRIMARIO,"K - 5, EEE",233,163,161,68.6,41.2,49.7,88.1,14.5,9.2,82.2,45.8,28.9,82.4,35.1,18.3,17.9715,-66.22818,Schools received displaced students in SY 2019,2019,233,77,203,118,0,7,19,115,0,0,156,30,0,226,0,2,0
20735,Diego Vazquez,CAGUAS,CAGUAS,0,PRIMARIO,"K - 8, EEE",161,165,198,65.4,72.6,59.3,56.1,82.1,58.5,45.8,76.8,39.8,81.6,100.0,59.5,18.23283,-66.04072,Schools did not receive displaced students,2019,161,69,133,77,0,0,4,84,0,0,92,28,0,158,0,2,3
26153,Dolores Gonzalez,CAGUAS,ARROYO,1,PRIMARIO,"K - 5, EEE",115,101,144,33.3,56.3,48.7,45.6,79.2,51.2,68.4,60.4,28.7,73.9,62.5,52.6,17.97405,-66.06448,Schools received displaced students in SY 2019,2019,115,63,90,53,0,0,0,62,0,0,52,25,0,115,0,0,0
20362,Dr Jose N Gandara,CAGUAS,AIBONITO,0,SECUNDARIO,"9 - 12, EES",529,594,567,47.4,53.2,56.9,14.3,29.8,26.3,41.4,40.9,47.3,49.6,69.1,68.7,18.13952,-66.26427,Schools did not receive displaced students,2019,529,125,356,266,0,2,4,263,0,0,404,173,0,526,1,1,1
20818,Dr Juan Jose Osuna,CAGUAS,CAGUAS,1,SECUNDARIO,"9 - 12, EEI - EES",336,377,404,29.8,21.9,25.0,7.2,1.4,1.0,30.1,37.0,22.2,20.5,22.2,22.2,18.20382,-66.05255,Schools received displaced students in SY 2019,2019,336,124,269,166,0,2,0,170,0,0,212,67,0,333,0,1,1
27540,Dr Pedro Albizu Campos,CAGUAS,AGUAS BUENAS,0,PRIMARIO,"6 - 8, EEI",284,430,430,48.2,36.3,41.1,21.1,4.9,2.4,23.2,26.1,29.0,51.5,49.2,23.0,18.25266,-66.10144,Schools did not receive displaced students,2019,284,100,223,137,0,0,4,147,0,0,184,61,0,283,0,0,1
24810,Dr Rafael Lopez Landron,CAGUAS,GUAYAMA,1,TODOS LOS NIVELES,"6 - 12, EEI - EES",528,391,373,23.4,28.2,22.9,0.4,1.3,4.8,20.6,30.8,36.1,16.8,25.3,33.7,17.97951,-66.1176,Schools received displaced students in SY 2019,2019,528,132,449,283,0,4,2,245,0,0,396,79,3,521,6,1,0
25627,Dr Ramon Emeterio Betances,CAGUAS,CAYEY,0,PRIMARIO,"6 - 8, EEI",469,500,295,38.2,40.1,36.7,8.7,26.5,3.6,28.8,31.9,30.5,36.9,41.2,20.2,18.11601,-66.15779,Schools did not receive displaced students,2019,469,167,334,247,0,4,2,222,0,0,302,135,0,463,0,0,2
28076,Dra Carmendelia Colon Martinez,CAGUAS,AIBONITO,0,PRIMARIO,"K - 8, EEE",400,393,299,42.6,50.9,54.8,35.6,46.8,39.6,40.1,62.0,53.9,58.1,69.6,45.3,18.15234,-66.3012,Schools did not receive displaced students,2019,400,159,297,183,0,3,17,217,0,0,241,103,1,396,4,1,0
26773,Dra Conchita Cuevas,CAGUAS,GURABO,1,SECUNDARIO,"9 - 12, EES",523,549,734,40.3,29.4,30.5,2.2,6.9,2.1,33.6,40.6,25.3,33.1,55.0,29.5,18.25141,-65.97458,Schools received displaced students in SY 2019,2019,523,140,399,254,0,2,1,269,0,0,383,124,1,520,0,0,0
28563,Dra Maria Socorro Lacor,CAGUAS,GUAYAMA,0,SECUNDARIO,"9 - 12, EES",1094,1152,1191,50.2,43.5,41.2,26.5,25.1,18.9,73.0,61.5,41.1,81.4,61.6,57.4,17.972179,-66.096125,Schools did not receive displaced students,2019,1094,202,826,570,0,17,6,524,0,1,892,268,3,1074,1,2,0
21576,Educacion Bilingue Luis Muñoz Iglesias,CAGUAS,CIDRA,0,TODOS LOS NIVELES,K - 12,393,402,371,86.2,84.4,90.8,79.2,94.5,95.4,94.0,96.0,98.3,93.5,93.8,96.9,18.17855,-66.15972,Schools did not receive displaced students,2019,393,32,138,206,0,0,0,187,0,0,361,255,0,390,0,0,3
20412,El Farallon,CAGUAS,BARRANQUITAS,0,PRIMARIO,K - 5,161,178,166,53.7,60.9,68.4,70.1,54.7,59.2,29.9,26.6,36.8,52.6,81.8,58.3,18.23878,-66.28919,Schools did not receive displaced students,2019,161,54,131,72,0,1,4,89,0,0,107,30,0,160,0,0,0
25601,Eloisa Pascual,CAGUAS,CAGUAS,0,SECUNDARIO,"9 - 12, EES",385,490,444,41.2,38.1,44.2,1.0,0.0,13.5,35.3,44.8,47.4,31.7,40.6,42.9,18.25417,-66.04178,Schools did not receive displaced students,2019,385,94,262,190,0,3,0,195,0,0,291,123,2,380,0,0,0
21188,Emerita Leon Elemental,CAGUAS,CAYEY,1,PRIMARIO,"PK - 6, EEE",453,326,352,63.9,60.0,37.7,67.8,61.3,15.1,46.0,48.7,26.7,72.5,67.3,25.6,18.10815,-66.16219,Schools received displaced students in SY 2019,2019,453,178,362,226,0,1,5,227,0,2,275,91,0,452,0,0,0
28555,Ernesto Vicente Carattini,CAGUAS,CIDRA,1,PRIMARIO,K - 6,177,216,225,74.0,53.8,38.0,67.7,43.8,38.0,44.8,33.1,30.7,66.7,57.5,74.2,18.21333333,-66.16472222,Schools received displaced students in SY 2019,2019,177,57,134,84,0,0,5,93,0,0,120,43,0,177,0,0,0
21832,Esc Especializada de Beisball-Manuel Cruz Maceira,CAGUAS,COMERIO,0,SECUNDARIO,9 - 12,84,95,65,22.2,23.1,40.0,22.2,58.3,0.0,16.7,8.3,30.0,94.4,33.3,30.0,18.21458,-66.22877,Schools did not receive displaced students,2019,84,15,47,2,0,0,0,82,0,0,69,37,0,84,0,0,0
22772,Especializada de Bellas Artes,CAGUAS,CAYEY,0,TODOS LOS NIVELES,"7 - 12, EES",243,252,238,78.5,83.5,85.0,23.7,20.2,27.0,63.4,72.5,65.0,72.5,74.4,81.5,18.116236,-66.167245,Schools did not receive displaced students,2019,243,36,108,160,0,3,0,83,0,0,207,135,0,240,2,1,0
57281,Eugenio Guera Cruz,CAGUAS,SALINAS,0,TODOS LOS NIVELES,7 - 12,315,324,315,55.9,48.3,52.8,4.2,3.4,2.1,45.5,46.6,45.4,40.0,53.5,48.2,18.03119,-66.23112,Schools did not receive displaced students,2019,315,27,135,161,0,3,33,154,0,2,288,180,0,311,5,0,1
20552,Federico Degetau,CAGUAS,BARRANQUITAS,1,PRIMARIO,"K - 8, EEI",484,420,448,48.1,50.2,48.0,38.8,28.9,25.1,35.5,36.8,42.8,64.8,59.8,44.0,18.18951,-66.34152,Schools received displaced students in SY 2019,2019,484,151,402,243,2,0,0,241,0,0,333,82,0,484,16,0,0
27599,Federico Degetau II,CAGUAS,AIBONITO,0,PRIMARIO,"K - 6, EEE - EES",314,329,275,58.9,44.2,44.2,71.4,51.3,55.8,41.1,39.2,49.6,70.5,47.7,57.1,18.13952,-66.26427,Schools did not receive displaced students,2019,314,138,224,154,0,3,3,160,0,0,176,90,1,310,1,0,0
25619,Felipe Rivera Centeno,CAGUAS,CAGUAS,0,PRIMARIO,"6 - 8, EEE - EEI",347,449,391,44.8,41.1,44.9,2.8,2.5,3.6,32.7,32.0,35.6,36.6,28.8,32.6,18.24914,-66.02688,Schools did not receive displaced students,2019,347,103,257,172,0,2,15,175,0,0,244,90,0,345,0,1,0
52795,Felix Garay Ortiz,CAGUAS,SALINAS,0,PRIMARIO,"K - 5, EEE",179,195,215,75.3,92.6,90.1,94.4,96.3,97.3,80.9,95.1,96.4,96.3,66.7,97.6,18.00184,-66.26368,Schools did not receive displaced students,2019,179,60,162,91,0,12,0,88,0,0,119,17,0,167,2,1,0
27318,Francisco Garcia Boyrie,CAGUAS,GUAYAMA,0,PRIMARIO,"K - 8, EEI",370,387,298,37.4,24.4,29.7,25.0,8.5,3.2,31.1,20.8,30.7,37.0,29.6,32.6,17.97575,-66.09809,Schools did not receive displaced students,2019,370,156,275,163,0,11,2,207,0,0,214,95,2,355,0,1,2
21006,Francisco Valdes Rola,CAGUAS,CAGUAS,1,PRIMARIO,"K - 5, EEE",160,145,142,70.1,62.3,53.5,61.2,47.5,52.1,50.7,23.0,29.6,100.0,92.0,85.7,18.29189,-66.05016,Schools received displaced students in SY 2019,2019,160,71,138,69,0,0,13,91,0,0,89,22,0,160,1,0,0
24786,Genaro Cautiño,CAGUAS,GUAYAMA,0,TODOS LOS NIVELES,6 - 12,374,365,375,81.1,87.1,87.6,44.2,67.9,68.4,78.3,88.0,94.9,89.1,96.4,98.1,17.99037,-66.11254,Schools did not receive displaced students,2019,374,21,176,210,0,4,6,164,0,0,353,198,4,366,1,0,0
23598,Gerardo Selles Sola,CAGUAS,CAGUAS,0,TODOS LOS NIVELES,6 - 12,372,318,330,74.9,76.7,80.0,8.8,9.5,12.3,51.0,68.6,64.1,65.0,60.6,55.9,18.22684,-66.03575,Schools did not receive displaced students,2019,372,52,211,200,0,2,0,172,0,0,320,161,0,370,0,0,0
23119,Haydee Caballero,CAGUAS,CAGUAS,1,PRIMARIO,"6 - 8, EEI",364,336,305,26.9,20.6,23.8,3.8,2.9,1.9,22.9,21.5,19.8,31.6,29.1,4.6,18.21488,-66.0533,Schools received displaced students in SY 2019,2019,364,205,305,157,0,2,2,207,0,0,159,59,0,362,0,0,0
23655,Ines Maria Mendoza,CAGUAS,COMERIO,0,PRIMARIO,PK - 6,225,239,202,68.7,83.8,97.2,66.3,63.3,98.1,74.7,48.5,81.3,100.0,73.5,97.8,18.22601,-66.21714,Schools did not receive displaced students,2019,225,65,187,113,0,4,2,112,0,0,160,38,0,221,0,1,0
27078,Ines Maria Mendoza,CAGUAS,CAGUAS,0,PRIMARIO,"K - 5, EEE",212,221,261,50.9,57.6,45.7,54.7,60.6,68.5,33.3,42.4,38.3,76.5,60.0,58.7,18.21628,-66.0097,Schools did not receive displaced students,2019,212,71,153,106,0,3,9,106,0,2,141,59,0,209,0,0,0
28456,Intermedia Bo Quebradillas,CAGUAS,BARRANQUITAS,1,PRIMARIO,"K - 8, EEI",494,329,357,67.0,61.4,54.4,43.0,37.7,25.9,68.3,66.0,61.6,64.9,77.5,61.9,18.234232,-66.285279,Schools received displaced students in SY 2019,2019,494,127,378,253,0,3,0,241,0,0,367,116,0,490,1,0,1
20784,Jesus T Piñero,CAGUAS,CAGUAS,0,PRIMARIO,PK - 5,120,118,197,32.7,37.5,34.7,36.7,57.4,32.5,14.3,25.0,22.6,13.3,66.7,60.0,18.28231,-66.0579,Schools did not receive displaced students,2019,120,41,108,62,0,0,21,58,0,0,79,12,0,120,0,0,0
21550,Jesus T Piñero,CAGUAS,CIDRA,0,TODOS LOS NIVELES,"6 - 11, EEI",456,447,422,79.2,76.3,67.6,63.3,72.8,57.9,73.1,68.1,48.6,86.3,90.3,79.8,18.17438,-66.1591,Schools did not receive displaced students,2019,456,139,291,216,0,2,11,240,0,0,317,165,0,454,1,1,0
20396,Jose Colon Gonzalez,CAGUAS,BARRANQUITAS,0,PRIMARIO,"K - 7, EEE",434,396,340,88.1,90.5,87.9,94.5,82.6,94.3,96.5,95.8,91.7,100.0,96.8,95.6,18.18352,-66.29445,Schools did not receive displaced students,2019,434,133,292,224,0,11,1,210,0,0,301,142,5,417,0,0,1
20800,Jose Gautier Benitez,CAGUAS,CAGUAS,1,SECUNDARIO,"9 - 12, EES",453,491,547,34.7,25.9,28.2,0.0,0.0,2.9,24.3,29.1,20.4,45.1,32.5,24.3,18.22767,-66.03634,Schools received displaced students in SY 2019,2019,453,141,369,244,0,12,3,209,0,0,312,84,0,441,0,0,0
24752,Jose Horacio Cora,CAGUAS,ARROYO,0,PRIMARIO,"6 - 8, EEI",224,292,342,36.6,33.2,44.3,3.1,5.0,5.6,19.2,29.1,38.2,44.0,53.1,52.6,17.99222,-66.05509,Schools did not receive displaced students,2019,224,63,168,107,0,4,21,117,0,0,161,56,0,219,0,0,1
24661,Jose M Massari,CAGUAS,ARROYO,0,PRIMARIO,"K - 8, EEE - EEI",248,217,100,32.5,36.9,63.4,22.0,15.9,68.3,22.6,30.1,78.0,30.7,39.6,68.8,17.97133,-66.05954,Schools did not receive displaced students,2019,248,87,215,122,0,0,0,126,0,0,161,33,0,248,0,2,0
